BHCMIS.ID,Year,T6B_L1_CSAA,T6B_L2_CSAA,T6B_L3_CSAA,T6B_L4_CSAA,T6B_L5_CSAA,T6B_L6_CSAA,T6B_L7_CSBA,T6B_L8_CSBA,T6B_L9_CSBA,T6B_L7_CSBB,T6B_L8_CSBB,T6B_L9_CSBB,T6B_L10_CSCA,T6B_L10_CSCB,T6B_L10_CSCC,T6B_L11_CSDA,T6B_L11_CSDB,T6B_L11_CSDC,T6B_L10_N_CC,T6B_L10_D_CC,T6B_L11_N_CC,T6B_L11_D_CC,T6B_L1_CA,T6B_L2_CA,T6B_L3_CA,T6B_L4_CA,T6B_L5_CA,T6B_L6_CA,T6B_L7_CA,T6B_L7_CB,T6B_L8_CA,T6B_L8_CB,T6B_L9_CA,T6B_L9_CB,T6B_L10_CA,T6B_L10_CB,T6B_L10_CC,T6B_L11_CA,T6B_L11_CB,T6B_L11_CC,T6B_L12_CA,T6B_L12_CB,T6B_L12_CC,T6B_L13_CA,T6B_L13_CB,T6B_L13_CC,T6B_L14_CA,T6B_L14_CB,T6B_L14_CC,T6B_L15_CA,T6B_L15_CB,T6B_L15_CC,T6B_L16_CA,T6B_L16_CB,T6B_L16_CC
010030,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242,70,55,4495,70,60,3307,70,45,10091,70,60,9940,70,57,832,70,62,1012,70,65
010040,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,149,70,13,39,39,1,925,70,4,575,70,49,5,5,5,9,9,4
010060,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,32,92,102,0,227,169,10,43,3,2,0,324,70,36,4399,70,58,4604,70,24,8638,70,37,6242,70,42,1465,70,52,667,70,54
010070,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,32,90,132,0,254,204,1,46,2,1,0,191,70,27,7524,70,27,3901,70,49,14360,70,32,13106,70,66,1431,70,66,551,70,65
010120,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,2,439,439,129,13,13,0,1606,1606,367,1510,1510,830,785,785,677,27,27,27
010130,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,202,202,79,3,3,0,907,907,383,522,522,501,383,383,343,7,7,7
010150,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9,49,81,0,139,99,3,36,0,1,0,32,32,10,3556,3556,2008,551,70,33,6471,70,29,6471,70,69,3930,70,54,77,77,71
010160,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,36,0,37,33,0,4,0,0,0,46,46,32,4052,4052,2779,458,458,158,8518,8518,1662,7277,7277,585,442,442,89,231,231,219
010170,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,6,34,192,0,232,196,12,21,1,2,0,209,70,42,6195,70,54,3250,70,12,12601,70,25,11960,11960,10914,3128,70,46,837,837,667
010180,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,353,70,40,23,23,11,1334,70,13,1018,70,46,70,70,58,26,26,20
010220,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,70,51,5694,70,55,1470,70,42,11388,70,65,10187,70,67,1222,70,34,550,70,61
010290,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,19,36,0,70,52,NA,17,NA,1,NA,70,70,12,1738,70,59,1119,70,43,2935,70,32,1921,70,68,472,70,33,121,70,60
010330,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,15,1628,1628,790,533,533,0,4084,4084,868,4130,4130,3645,753,753,124,109,109,100
010340,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,59,31,2698,70,53,1874,70,54,7320,70,61,7226,70,61,1875,70,37,156,70,65
010380,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,15,0,691,70,28,255,70,7,2367,70,33,2294,70,59,413,70,42,3,3,2
010450,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,309,309,134,212,212,14,950,950,16,601,70,56,65,65,12,20,20,9
010460,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,8,14,26,0,48,38,1,9,0,0,0,186,70,5,9869,70,43,4233,70,5,24915,70,21,23541,70,50,1883,70,31,355,70,54
010480,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,44,22,3633,70,39,1192,70,13,8413,70,24,7566,70,64,1504,70,70,302,70,60
010530,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,22,38,0,64,36,22,6,0,0,0,36,36,18,621,621,483,680,70,37,1707,70,33,1720,70,64,301,70,34,22,22,22
010570,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,25,15,899,70,54,152,70,65,883,70,64,888,70,67,409,70,55,116,70,62
010580,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,210,463,836,3,1521,789,2,676,3,51,0,703,70,33,11120,70,48,14738,70,12,26428,70,7,23410,70,64,1642,70,51,1678,70,55
010600,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,4668,4668,3287,40,40,15,16536,16536,1946,12776,12776,5221,1961,1961,1187,584,584,270
010620,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,18,10,1020,70,31,373,70,44,3033,70,48,2404,70,56,361,70,57,99,70,62
010640,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125,70,25,4560,4560,2700,1290,70,24,11289,70,32,7527,70,63,2175,2175,466,20,20,19
010700,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,48,155,404,4,611,419,90,50,20,32,0,285,285,41,7258,70,48,3475,70,15,16548,70,14,15083,70,50,3185,70,31,704,704,490
010710,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,48,365,3,416,377,16,22,0,1,0,253,70,64,9135,70,51,4576,70,61,19620,70,40,19620,70,52,2600,70,64,220,220,212
010720,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,111,307,889,2,1313,1065,18,147,22,41,20,946,946,628,15985,15985,11699,11923,11923,3910,37480,37480,10872,20339,20339,18938,7845,7845,392,3130,3130,909
010760,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,57,167,260,1,485,354,16,65,17,15,18,119,119,76,2501,2501,1920,1209,1209,365,5483,5483,913,4638,4638,4090,937,937,656,61,61,50
010800,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70,164,346,1,581,439,9,97,25,5,6,246,70,49,5262,70,49,4385,70,30,11355,70,33,10155,70,12,2234,70,30,243,70,51
010810,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,45,63,160,1,269,211,6,48,1,3,0,182,70,60,4676,4676,2050,4890,70,49,9191,70,35,8295,70,46,525,70,52,854,70,70
010830,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,38,72,273,1,384,281,1,73,2,25,2,303,303,99,6116,6116,4341,3895,3895,2286,12876,12876,6486,13065,13065,12363,2265,2265,676,199,199,136
010840,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,138,70,52,3445,70,37,2232,70,63,7964,70,21,5751,70,57,558,70,48,209,70,59
010850,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,58,61,0,138,125,NA,8,3,1,1,117,117,49,3245,3245,2576,2185,2185,347,9768,9768,3407,9680,9680,5145,1308,1308,619,22,22,21
010860,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,36,84,0,130,74,10,40,3,3,0,35,35,2,4522,70,50,744,70,24,8180,70,34,6843,70,65,411,70,64,261,70,41
010980,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,21,58,61,0,140,118,7,9,4,2,0,81,81,1,2489,70,60,1425,70,35,6586,70,40,6247,70,67,1680,70,54,143,70,59
011190,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8,23,NA,33,30,1,NA,NA,2,NA,82,70,5,4356,70,32,2023,70,26,12248,70,12,12248,70,58,1254,70,63,221,70,69
011210,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,82,42,2003,2003,1196,589,589,204,11284,11284,4140,10185,10185,8103,4900,4900,4469,404,404,228
0112200,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,2,998,998,634,511,511,0,3453,3453,834,3081,3081,3071,926,926,296,53,53,42
0112210,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,33,46,2,95,69,0,19,0,7,0,47,47,10,3390,70,36,951,70,29,5961,70,16,5961,70,54,421,70,33,97,70,68
0112220,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,18,35,0,58,54,2,2,0,0,0,35,35,3,2259,70,47,594,70,2,5950,70,10,5677,70,52,238,70,63,55,55,53
0112230,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235,235,154,7882,7882,3306,3202,70,33,20089,20089,4730,15379,15379,7363,2282,70,50,1021,1021,544
011230,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,32,1,1121,70,51,881,70,20,2970,70,21,2437,70,70,1408,1408,1169,14,14,12
011260,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,76,157,205,0,441,373,12,38,6,4,8,293,70,29,4408,70,34,3704,70,44,9391,70,24,7511,7511,7005,2069,70,27,675,70,26
011270,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,124,311,803,4,1244,685,14,475,18,41,11,1142,70,40,13668,70,44,14888,70,52,25036,70,38,24627,70,61,6649,70,36,2153,70,67
011280,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,18,71,108,0,198,168,8,17,0,5,0,129,70,37,2236,70,60,1781,70,58,4171,70,26,3937,70,65,1261,70,30,477,70,43
011430,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,108,236,556,0,900,518,22,319,14,27,0,468,468,232,9216,9216,5915,6349,6349,0,19813,19813,1401,18837,18837,17800,5538,5538,2104,1512,1512,916
011440,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,11,1,1440,70,49,392,70,6,3681,70,13,3518,70,65,636,70,65,197,70,43
0114410,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,5,3778,3778,2866,388,388,136,8560,8560,4862,7781,7781,7764,1970,1970,1373,272,272,96
011450,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,2,307,70,28,92,70,16,987,70,14,558,70,54,8,8,7,7,7,7
011460,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,123,239,436,3,803,566,23,162,29,17,6,432,432,283,5165,5165,3661,6218,70,56,12014,70,28,10494,70,60,2605,70,27,1958,1958,554
0115570,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,40,111,181,0,332,277,7,39,1,8,0,158,70,17,4389,70,66,2705,70,33,11566,70,4,9368,70,67,1093,70,46,116,70,60
011580,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,76,199,293,0,568,417,26,77,17,23,8,234,234,61,5578,5578,3658,2751,2751,903,10895,10895,5769,10570,10570,8167,2693,2693,1587,227,227,182
011640,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,61,150,0,226,197,5,21,1,2,0,83,83,11,5251,5251,2880,1331,70,21,11788,11788,3907,10206,10206,8003,3153,3153,1037,691,691,288
011720,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,70,52,NA,NA,NA,2290,70,38,1925,70,70,846,70,56,94,70,58
011820,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,60,150,203,0,413,256,18,126,5,8,0,293,293,138,6900,70,51,3024,70,47,13516,70,28,11993,11993,11355,6232,6232,5110,1955,70,63
011830,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,15,45,56,0,117,86,2,19,8,1,1,898,70,41,4397,70,25,9119,70,47,10677,70,27,9035,70,61,2995,70,45,379,70,63
011890,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,19,79,251,2,351,239,0,99,0,13,0,135,135,23,3514,3514,3146,1235,1235,79,6556,6556,2406,6997,6997,6364,1064,1064,130,250,250,179
011930,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275,70,42,8352,70,45,3121,70,56,17116,70,15,15548,70,70,5816,70,36,568,70,47
011990,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,73,156,269,2,501,365,3,105,26,2,0,195,195,31,4048,4048,3064,2835,2835,1161,7373,7373,4194,7253,7253,6279,1463,1463,430,501,501,278
012010,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,22,93,1,119,73,28,13,4,1,0,89,89,70,1701,1701,1145,1376,70,52,2014,2014,1133,3628,3628,2424,223,223,125,31,31,27
012070,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,21,112,203,NA,337,238,30,25,10,26,8,137,137,119,3245,3245,2531,1808,1808,1592,6102,6102,5389,6106,6106,5178,2219,2219,1493,96,96,91
012080,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,65,207,378,1,651,510,10,90,6,35,0,652,652,358,17733,17733,11900,13530,13530,7053,38982,38982,12164,35891,35891,35640,14799,14799,5669,4254,4254,2336
012120,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112,70,32,4250,70,48,1787,70,33,9348,70,35,8409,70,70,1531,70,66,279,70,54
012160,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,182,412,606,1,1202,862,27,252,16,44,1,814,814,109,13150,13150,8139,10537,10537,963,28387,28387,6696,26533,26533,13148,1567,1567,207,2462,2462,1622
012230,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,62,31,2169,70,42,1368,70,11,5301,70,20,5300,70,70,367,70,54,188,70,66
012410,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,81,183,295,0,560,399,5,109,10,17,20,322,70,37,4842,70,37,6378,6378,1805,10571,10571,4459,9383,9383,9116,2595,2595,1218,1149,1149,1090
013240,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,53,60,0,127,107,2,16,0,2,0,116,70,24,2311,2311,1186,1683,70,34,5645,70,10,5255,70,61,984,70,54,257,70,51
013250,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,0,0,1,0,0,0,23,23,13,729,729,616,334,70,39,2535,70,14,2641,2641,2372,655,70,31,17,17,10
013260,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122,70,7,1403,70,64,834,70,7,3521,70,14,3318,70,69,860,70,48,121,70,60
013280,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,42,24,2512,70,58,1079,70,62,6482,70,47,6282,6282,6232,1750,1750,1718,22,22,22
013370,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,34,83,163,1,282,212,26,16,19,9,0,206,70,35,3978,70,27,1951,70,35,7382,70,17,7383,70,63,2319,70,7,211,70,68
013470,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,8,714,70,51,372,70,9,1823,70,48,1618,70,12,167,70,61,37,37,34
013600,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,26,89,2,124,113,2,6,1,2,0,117,117,64,4548,4548,2565,1793,70,37,10944,70,28,10014,10014,9483,2644,2644,893,718,718,533
013840,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,16,74,240,0,330,274,16,39,1,0,0,55,55,6,3967,70,50,599,70,52,7973,70,12,9030,70,56,1427,70,39,232,70,47
013900,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,18,88,142,0,248,178,4,45,3,6,12,166,70,15,5221,70,51,1966,70,14,11654,70,21,10539,70,34,3513,70,10,144,70,65
013970,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,8,7,0,18,13,4,0,1,0,0,29,29,0,1924,1924,1119,285,285,0,6376,6376,0,6376,6376,5651,1895,1895,938,382,382,48
014040,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,42,92,0,144,108,16,15,3,2,0,50,50,23,1547,1547,1043,635,635,104,2892,2892,1227,2421,2421,2394,963,963,583,54,54,45
014060,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,11,17,0,30,26,0,4,0,0,0,30,30,4,1192,70,36,630,70,28,2699,70,25,2459,2459,903,393,70,24,21,21,14
014580,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,70,30,11566,70,41,9640,70,28,29910,70,27,27127,70,70,8942,70,55,560,70,60
015110,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,28,79,61,1,170,151,7,10,0,2,0,93,93,10,2754,2754,1819,1589,70,25,10222,70,27,9557,9557,9233,2998,2998,1260,4,4,2
015160,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,7,28,123,1,159,150,2,2,1,0,4,111,70,46,2226,70,44,1386,70,47,3845,70,47,5998,70,60,896,70,32,3617,70,66
015170,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,3,2,NA,NA,NA,1,NA,85,70,18,2744,70,42,1432,70,15,6570,70,35,6212,70,67,2452,70,56,179,70,68
019970,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,460,70,59,164,70,7,960,70,28,677,677,444,214,70,65,11,11,10
019980,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,53,172,216,1,443,298,14,68,15,34,14,140,140,119,1890,1890,705,1828,1828,421,4230,4230,2150,4350,4350,3809,1544,1544,1118,79,79,58
01E00009,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2296,70,39,126,70,18,4614,70,14,3479,70,54,202,70,35,218,70,67
01E00010,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,70,55,1628,70,28,1266,70,15,3429,70,21,3429,70,49,921,70,38,249,70,28
01E00011,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,14,44,165,0,223,135,7,64,5,11,1,248,248,166,3580,70,54,3070,3070,10,7393,7393,2692,6794,6794,6434,2043,2043,766,720,70,61
01E00025,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,122,122,85,0,0,0,419,419,252,312,312,304,229,229,198,18,18,13
01E00040,2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,49,102,0,161,124,12,22,2,1,0,48,48,8,1435,1435,985,735,735,632,2898,2898,1904,2454,2454,2430,1154,1154,949,302,302,159
